source,target,string_score
H3-3B,CTR9,0.563
H3-3B,TLK2,0.564
H3-3B,U2AF2,0.565
H3-3B,TNRC6B,0.58
H3-3B,CHD7,0.584
H3-3B,SF3B1,0.584
H3-3B,NCAPH2,0.589
H3-3B,CHD8,0.598
H3-3B,TNRC6C,0.609
H3-3B,XRCC6,0.61
H3-3B,TERF2,0.613
H3-3B,XPO1,0.613
H3-3B,SET,0.617
H3-3B,MBD3,0.621
H3-3B,ZMYND8,0.622
H3-3B,SETDB2,0.626
H3-3B,TBL1X,0.629
H3-3B,TCF7L2,0.638
H3-3B,RPS6KA3,0.642
H3-3B,PSMC5,0.654
H3-3B,MCM4,0.67
H3-3B,HDAC4,0.673
H3-3B,PHF7,0.673
H3-3B,STAG1,0.679
H3-3B,SIN3B,0.684
H3-3B,METTL14,0.692
H3-3B,AGO4,0.699
H3-3B,LEO1,0.702
H3-3B,YWHAZ,0.706
H3-3B,KDM2B,0.709
H3-3B,KDM5A,0.716
H3-3B,JMJD1C,0.717
H3-3B,SMC1A,0.74
H3-3B,KDM3A,0.741
H3-3B,YEATS2,0.749
H3-3B,SIN3A,0.79
H3-3B,AGO3,0.791
H3-3B,RAD21,0.791
H3-3B,SMC3,0.796
H3-3B,HDAC8,0.798
H3-3B,SMARCA2,0.824
H3-3B,SETD1B,0.845
H3-3B,CHD3,0.847
H3-3B,CTCF,0.85
H3-3B,ZMYND11,0.855
H3-3B,KDM4C,0.856
H3-3B,SSRP1,0.861
H3-3B,POLR2A,0.868
H3-3B,SMARCA1,0.87
H3-3B,CBX4,0.872
H3-3B,YY1,0.878
H3-3B,ARID1A,0.884
H3-3B,PHF21A,0.887
H3-3B,SMARCC2,0.899
H3-3B,H4C11,0.936
H3-3B,H4C5,0.938
H3-3B,H4C3,0.938
H3-3B,KMT2E,0.941
H3-3B,EP300,0.962
H3-3B,TRIM33,0.973
H3-3B,KAT6B,0.977
H3-3B,SRSF1,0.981
H3-3B,SMARCA4,0.983
H3-3B,CREBBP,0.985
H3-3B,KMT2A,0.985
H3-3B,NASP,0.987
H3-3B,KAT6A,0.991
H3-3B,CHD1,0.994
H3-3B,KAT2B,0.998
H3-3B,BPTF,0.998
H3-3B,ATRX,0.999
H3-3B,DNMT3A,0.999
KDM2B,YY1,0.567
KDM2B,CREBBP,0.516
KDM2B,SRCAP,0.495
KDM2B,EP300,0.49
KDM2B,DNMT3A,0.439
KDM2B,CBX4,0.483
KDM2B,CXXC5,0.506
KDM2B,GLIS1,0.593
KDM2B,SMARCA4,0.638
KDM2B,AUTS2,0.513
KDM2B,TCF20,0.46
KDM2B,MBD1,0.493
KDM2B,JMJD1C,0.558
KDM2B,SETD1B,0.559
KDM2B,KMT2A,0.59
KDM2B,KDM3A,0.612
KDM2B,KDM4C,0.654
KDM2B,SIN3A,0.695
KDM2B,KDM5A,0.786
KDM2B,BCORL1,0.988
SMARCA4,ACTL6B,0.98
SMARCA4,SUPT16H,0.573
SMARCA4,CSNK2A1,0.469
SMARCA4,AGO2,0.533
SMARCA4,SRSF1,0.533
SMARCA4,YY1,0.709
SMARCA4,CREBBP,0.944
SMARCA4,SRCAP,0.662
SMARCA4,EP300,0.969
SMARCA4,KAT2B,0.946
SMARCA4,TOP2B,0.719
SMARCA4,HDAC4,0.69
SMARCA4,DNMT3A,0.957
SMARCA4,BTAF1,0.697
SMARCA4,PHIP,0.548
SMARCA4,SSRP1,0.617
SMARCA4,NIPBL,0.426
SMARCA4,XPC,0.534
SMARCA4,RAD21,0.772
SMARCA4,YWHAG,0.467
SMARCA4,BPTF,0.777
SMARCA4,RSF1,0.544
SMARCA4,ARID1A,0.999
SMARCA4,IKZF1,0.715
SMARCA4,ARID2,0.999
SMARCA4,MEF2C,0.63
SMARCA4,SMAD4,0.644
SMARCA4,MCPH1,0.434
SMARCA4,CTR9,0.403
SMARCA4,HDAC8,0.415
SMARCA4,CSNK1E,0.416
SMARCA4,HNRNPK,0.42
SMARCA4,XRCC6,0.431
SMARCA4,ZFX,0.433
SMARCA4,NCOA1,0.445
SMARCA4,FRYL,0.453
SMARCA4,CNOT3,0.454
SMARCA4,EP400,0.457
SMARCA4,TRRAP,0.459
SMARCA4,ARHGEF2,0.46
SMARCA4,ZMYND8,0.463
SMARCA4,KMT2A,0.465
SMARCA4,TRIM33,0.466
SMARCA4,CDK8,0.467
SMARCA4,RPS6KA3,0.475
SMARCA4,KDM5A,0.478
SMARCA4,BTRC,0.481
SMARCA4,SET,0.482
SMARCA4,CECR2,0.491
SMARCA4,MBD3,0.505
SMARCA4,SIN3B,0.522
SMARCA4,WWOX,0.538
SMARCA4,TET2,0.541
SMARCA4,SMC3,0.551
SMARCA4,KDM4C,0.577
SMARCA4,TLE3,0.597
SMARCA4,CHD8,0.6
SMARCA4,NR4A2,0.603
SMARCA4,TCF7L2,0.606
SMARCA4,YWHAZ,0.634
SMARCA4,PHB,0.636
SMARCA4,ADNP,0.64
SMARCA4,CHD3,0.657
SMARCA4,NOTCH1,0.665
SMARCA4,ATRX,0.667
SMARCA4,MYOCD,0.669
SMARCA4,CHD1,0.685
SMARCA4,PAX6,0.708
SMARCA4,TAF1,0.736
SMARCA4,CTCF,0.738
SMARCA4,PBX1,0.755
SMARCA4,CHD7,0.787
SMARCA4,H4C11,0.929
SMARCA4,POLR2A,0.929
SMARCA4,H4C5,0.929
SMARCA4,H4C3,0.93
SMARCA4,SIN3A,0.948
SMARCA4,BCL11A,0.956
SMARCA4,SMARCA1,0.958
SMARCA4,BCL11B,0.967
SMARCA4,KDM3A,0.972
SMARCA4,BICRA,0.99
SMARCA4,ARID1B,0.999
SMARCA4,SMARCC2,0.999
SMARCA4,SMARCA2,0.999
KDM3A,ACTL6B,0.662
KDM3A,EP300,0.743
KDM3A,DNMT3A,0.43
KDM3A,CBX4,0.41
KDM3A,ARID1A,0.738
KDM3A,HUWE1,0.406
KDM3A,TCEAL1,0.532
KDM3A,KDM4C,0.869
KDM3A,SMARCA2,0.708
KDM3A,KDM5A,0.646
KDM3A,MRTFB,0.401
KDM3A,HNRNPF,0.571
KDM3A,MYOCD,0.614
KDM3A,ARID1B,0.701
KDM3A,SMARCC2,0.717
JMJD1C,NIPBL,0.594
JMJD1C,KMT2E,0.574
JMJD1C,PCM1,0.44
JMJD1C,REEP3,0.901
JMJD1C,KDM4C,0.894
JMJD1C,BAZ2B,0.475
JMJD1C,KDM5A,0.444
JMJD1C,UIMC1,0.547
JMJD1C,CHD1,0.562
CTTNBP2,WDFY3,0.401
CTTNBP2,CDKL5,0.407
CTTNBP2,SCN2A,0.426
CTTNBP2,DSCAM,0.43
CTTNBP2,CHD8,0.433
CTTNBP2,MED13L,0.447
CTTNBP2,NBEA,0.47
CTTNBP2,ASXL3,0.477
CTTNBP2,REEP3,0.52
CTTNBP2,KCND2,0.702
WDFY3,OXT,0.424
WDFY3,ZC3H4,0.445
WDFY3,ASXL3,0.449
WDFY3,MED13L,0.577
WDFY3,MYO9B,0.403
WDFY3,ILF2,0.411
WDFY3,ANKRD11,0.412
WDFY3,SYNGAP1,0.421
WDFY3,CDKL5,0.431
WDFY3,TNRC6B,0.431
WDFY3,TBL1XR1,0.433
WDFY3,NRXN1,0.442
WDFY3,SCN2A,0.468
WDFY3,HLA-B,0.479
WDFY3,KMT5B,0.487
WDFY3,DSCAM,0.488
WDFY3,ZNF292,0.493
WDFY3,ADNP,0.494
WDFY3,SPAST,0.509
WDFY3,NCOA1,0.528
WDFY3,TRIP12,0.53
WDFY3,CHD8,0.546
CDKL5,GLRA2,0.583
CDKL5,PCDH10,0.834
CDKL5,ASXL3,0.409
CDKL5,LRRC4C,0.624
CDKL5,MED13L,0.468
CDKL5,SYN1,0.426
CDKL5,SCN1A,0.861
CDKL5,KMT5B,0.412
CDKL5,GABRB3,0.724
CDKL5,GRIN2A,0.513
CDKL5,PLCB1,0.632
CDKL5,FOXG1,0.866
CDKL5,MEF2C,0.482
CDKL5,SCN8A,0.653
CDKL5,OPHN1,0.432
CDKL5,KCNQ2,0.844
CDKL5,ASTN1,0.406
CDKL5,CNTNAP2,0.444
CDKL5,ZNF292,0.457
CDKL5,NTNG1,0.847
CDKL5,GABRA3,0.585
CDKL5,SLC9A6,0.573
CDKL5,GPC4,0.433
CDKL5,KCNB1,0.435
CDKL5,DNM1,0.401
CDKL5,PCDH19,0.9
CDKL5,STXBP1,0.865
CDKL5,ARX,0.813
CDKL5,SLC6A1,0.4
CDKL5,KCNA2,0.403
CDKL5,SMARCA2,0.404
CDKL5,NLGN4X,0.405
CDKL5,DLG4,0.419
CDKL5,TAF1,0.427
CDKL5,CHD8,0.433
CDKL5,NRXN1,0.44
CDKL5,DSCAM,0.463
CDKL5,ARID1B,0.475
CDKL5,DEPDC5,0.481
CDKL5,GRIN2B,0.485
CDKL5,SHANK3,0.514
CDKL5,CACNA1A,0.514
CDKL5,KCNQ3,0.527
CDKL5,SYNGAP1,0.552
CDKL5,GABRG2,0.573
CDKL5,MBD5,0.586
CDKL5,IQSEC2,0.664
CDKL5,SPTAN1,0.715
CDKL5,ARHGEF9,0.718
CDKL5,UBE3A,0.726
CDKL5,NTNG2,0.751
CDKL5,SCN2A,0.821
SCN2A,ACTL6B,0.52
SCN2A,KATNAL2,0.621
SCN2A,PXDN,0.4
SCN2A,SNAP25,0.493
SCN2A,UNC79,0.504
SCN2A,GABBR2,0.409
SCN2A,SYT1,0.665
SCN2A,PCDH10,0.797
SCN2A,KCNC1,0.687
SCN2A,ASXL3,0.492
SCN2A,GABRB2,0.55
SCN2A,ANK3,0.971
SCN2A,MED13L,0.475
SCN2A,SCN3A,0.982
SCN2A,KCNMA1,0.588
SCN2A,CACNA1D,0.48
SCN2A,SYN1,0.649
SCN2A,GRIA2,0.488
SCN2A,GRIK5,0.537
SCN2A,SCN1A,0.948
SCN2A,KMT5B,0.504
SCN2A,GABRB3,0.624
SCN2A,KCND3,0.526
SCN2A,CACNB2,0.49
SCN2A,GRIN2A,0.591
SCN2A,KCND2,0.607
SCN2A,CACNA1H,0.707
SCN2A,PTPRB,0.46
SCN2A,PLCB1,0.634
SCN2A,FOXG1,0.445
SCN2A,SHANK2,0.465
SCN2A,SCN8A,0.802
SCN2A,SPTBN1,0.628
SCN2A,CACNA2D1,0.507
SCN2A,ANK2,0.848
SCN2A,NLGN3,0.414
SCN2A,CACNA1G,0.721
SCN2A,KCNQ2,0.942
SCN2A,ATP2B2,0.485
SCN2A,CNTNAP2,0.548
SCN2A,ZNF292,0.409
SCN2A,KCNA3,0.57
SCN2A,SLC9A6,0.457
SCN2A,ADNP,0.518
SCN2A,KCNB1,0.458
SCN2A,DNM1,0.455
SCN2A,PCDH19,0.853
SCN2A,GRIK3,0.634
SCN2A,STXBP1,0.849
SCN2A,DLG2,0.416
SCN2A,FGF14,0.771
SCN2A,NRCAM,0.731
SCN2A,ARX,0.583
SCN2A,NLGN4X,0.407
SCN2A,KCNQ3,0.859
SCN2A,TBR1,0.469
SCN2A,CACNB1,0.557
SCN2A,DSCAM,0.504
SCN2A,NRXN1,0.625
SCN2A,MBD5,0.422
SCN2A,SCN9A,0.943
SCN2A,SLC12A5,0.498
SCN2A,RBFOX1,0.434
SCN2A,RELN,0.448
SCN2A,FGF13,0.561
SCN2A,SCN4A,0.944
SCN2A,GRIK2,0.663
SCN2A,GABRG2,0.774
SCN2A,CACNA2D3,0.563
SCN2A,NEDD4,0.519
SCN2A,GABRA2,0.402
SCN2A,RIMS1,0.444
SCN2A,GRIK4,0.61
SCN2A,ATP1A3,0.537
SCN2A,KCNC2,0.66
SCN2A,SMARCC2,0.506
SCN2A,GRIN2B,0.647
SCN2A,SPTAN1,0.832
SCN2A,KCNA2,0.764
SCN2A,SHANK3,0.588
SCN2A,NRXN3,0.4
SCN2A,ARID1B,0.428
SCN2A,KCNJ10,0.461
SCN2A,DEPDC5,0.493
SCN2A,BCL11A,0.543
SCN2A,SYNGAP1,0.579
SCN2A,SLC6A1,0.589
SCN2A,ARHGEF9,0.653
SCN2A,CHD8,0.711
DSCAM,LRRC4,0.439
DSCAM,PCDH10,0.479
DSCAM,NRXN2,0.509
DSCAM,CDH2,0.558
DSCAM,ASXL3,0.505
DSCAM,LRRC4C,0.462
DSCAM,NLGN2,0.441
DSCAM,KMT5B,0.488
DSCAM,NEO1,0.514
DSCAM,CACNA2D1,0.467
DSCAM,NLGN3,0.446
DSCAM,CNTNAP2,0.493
DSCAM,ZNF292,0.404
DSCAM,NTNG1,0.469
DSCAM,PCDH11X,0.563
DSCAM,DLG2,0.559
DSCAM,NLGN4X,0.425
DSCAM,NTNG2,0.411
DSCAM,TNRC6B,0.412
DSCAM,DOCK1,0.483
DSCAM,NLGN1,0.484
DSCAM,PTPRS,0.49
DSCAM,UNC5D,0.521
DSCAM,KIF1A,0.527
DSCAM,DLG4,0.601
DSCAM,CNTNAP5,0.607
DSCAM,NRXN1,0.722
DSCAM,DCC,0.969
CHD8,SUPT16H,0.814
CHD8,KATNAL2,0.71
CHD8,TAF4,0.91
CHD8,ZC3H4,0.455
CHD8,PHF3,0.473
CHD8,YY1,0.676
CHD8,CREBBP,0.495
CHD8,SRCAP,0.489
CHD8,EP300,0.597
CHD8,TOP2B,0.495
CHD8,CACNA1C,0.402
CHD8,ASXL3,0.458
CHD8,POGZ,0.64
CHD8,SSRP1,0.549
CHD8,MED13L,0.554
CHD8,NIPBL,0.554
CHD8,LEO1,0.469
CHD8,ANKRD11,0.458
CHD8,SCN1A,0.406
CHD8,NLGN2,0.432
CHD8,KMT5B,0.516
CHD8,BPTF,0.584
CHD8,TLK2,0.519
CHD8,ARID1A,0.593
CHD8,ZBTB7A,0.568
CHD8,PRR14L,0.792
CHD8,FOXG1,0.403
CHD8,HUWE1,0.558
CHD8,AUTS2,0.635
CHD8,SHANK2,0.507
CHD8,ANK2,0.403
CHD8,NLGN3,0.53
CHD8,TRRAP,0.478
CHD8,SMC3,0.417
CHD8,CNTNAP2,0.479
CHD8,CTR9,0.503
CHD8,ZNF292,0.519
CHD8,SMARCA1,0.469
CHD8,ADNP,0.835
CHD8,LAS1L,0.914
CHD8,CSNK2B,0.473
CHD8,CHD3,0.505
CHD8,NLGN4X,0.485
CHD8,TRIP12,0.535
CHD8,TBR1,0.587
CHD8,EP400,0.575
CHD8,SIN3A,0.511
CHD8,BCKDK,0.554
CHD8,KDM5A,0.414
CHD8,NRXN1,0.572
CHD8,SETD5,0.685
CHD8,MBD5,0.56
CHD8,GIGYF2,0.453
CHD8,KANSL1,0.926
CHD8,CHD7,0.957
CHD8,RELN,0.407
CHD8,CHD9,0.449
CHD8,TAF6,0.921
CHD8,TNRC6B,0.452
CHD8,TBL1XR1,0.43
CHD8,TAF1,0.964
CHD8,DOCK4,0.427
CHD8,UBN2,0.401
CHD8,EMSY,0.417
CHD8,KMT2A,0.946
CHD8,SMARCC2,0.644
CHD8,KCTD13,0.439
CHD8,POLR2A,0.573
CHD8,CDH8,0.5
CHD8,SETD1B,0.408
CHD8,GRIN2B,0.553
CHD8,CHD1,0.769
CHD8,FOXP1,0.463
CHD8,SHANK3,0.664
CHD8,ARID1B,0.684
CHD8,CTCF,0.944
CHD8,UBE3A,0.434
CHD8,SYNGAP1,0.534
MED13L,TAF4,0.457
MED13L,ZC3H4,0.469
MED13L,FABP4,0.508
MED13L,PHF3,0.533
MED13L,CREBBP,0.677
MED13L,EP300,0.729
MED13L,THRA,0.662
MED13L,KAT6A,0.529
MED13L,BTAF1,0.441
MED13L,ASXL3,0.427
MED13L,FOXP1,0.402
MED13L,TBL1XR1,0.409
MED13L,SYNGAP1,0.415
MED13L,SPEN,0.42
MED13L,UBR5,0.429
MED13L,VPS13B,0.431
MED13L,SPAST,0.439
MED13L,KMT2A,0.453
MED13L,ILF2,0.453
MED13L,TNRC6B,0.459
MED13L,UBN2,0.464
MED13L,LEP,0.505
MED13L,SCAF4,0.516
MED13L,NIPBL,0.528
MED13L,SETD5,0.532
MED13L,ZNF292,0.555
MED13L,ADNP,0.568
MED13L,ANKRD11,0.57
MED13L,ARID1B,0.572
MED13L,NCOA1,0.586
MED13L,KMT5B,0.627
MED13L,TRIP12,0.65
MED13L,MED13,0.973
MED13L,MED23,0.978
MED13L,CDK19,0.997
MED13L,CDK8,0.997
MED13L,MED12L,0.998
NBEA,GLRA2,0.61
NBEA,LIN7B,0.468
NBEA,SLC1A2,0.427
NBEA,DST,0.494
NBEA,DLG1,0.481
NBEA,DLG3,0.963
NBEA,MAP4K1,0.505
NBEA,NOTCH1,0.909
ASXL3,YY1,0.6
ASXL3,ADNP,0.4
ASXL3,ARID1A,0.406
ASXL3,TNRC6B,0.436
ASXL3,ANKRD11,0.447
ASXL3,ZNF644,0.497
ASXL3,NCOA1,0.505
ASXL3,CBX4,0.573
ASXL3,UBAP2L,0.579
ASXL3,ZNF292,0.682
REEP3,SPAST,0.413
REEP3,YWHAZ,0.467
KCND2,KCNN2,0.942
KCND2,KCNC1,0.441
KCND2,CACNA1C,0.726
KCND2,KCNH1,0.588
KCND2,GABRB2,0.402
KCND2,GRID2,0.404
KCND2,SCN3A,0.491
KCND2,CACNA1D,0.518
KCND2,GRIA2,0.456
KCND2,SCN1A,0.603
KCND2,GRM5,0.544
KCND2,KCND3,0.932
KCND2,CACNB2,0.471
KCND2,KCNH5,0.534
KCND2,GRIN2A,0.636
KCND2,CNTNAP2,0.401
KCND2,DLG2,0.406
KCND2,DOCK4,0.412
KCND2,EIF5A,0.426
KCND2,KCNS3,0.428
KCND2,CACNA1A,0.453
KCND2,NXPH1,0.454
KCND2,CTNNA3,0.456
KCND2,KCNJ10,0.458
KCND2,DRD2,0.459
KCND2,CUL7,0.462
KCND2,HMGN1,0.478
KCND2,GRIA1,0.491
KCND2,CACNA1E,0.492
KCND2,CACNA1H,0.494
KCND2,KCNQ3,0.507
KCND2,CACNA2D1,0.519
KCND2,SCN4A,0.519
KCND2,CACNA1G,0.529
KCND2,SCN9A,0.538
KCND2,CACNA1B,0.556
KCND2,SCN8A,0.571
KCND2,IL1RAPL1,0.592
KCND2,CADPS,0.597
KCND2,GRIN1,0.625
KCND2,GRIN2B,0.649
KCND2,DLG1,0.663
KCND2,KCNQ2,0.72
KCND2,DLG4,0.877
KCND2,IRX5,0.884
KCND2,DPP10,0.98
KCND2,DPP6,0.994
ACTL6B,KCNQ2,0.4
ACTL6B,NTRK3,0.415
ACTL6B,ELAVL3,0.443
ACTL6B,KAT6B,0.53
ACTL6B,KAT6A,0.535
ACTL6B,SMARCA1,0.537
ACTL6B,MSL2,0.551
ACTL6B,KANSL1,0.552
ACTL6B,SYN1,0.556
ACTL6B,PTBP2,0.591
ACTL6B,DNMT3A,0.617
ACTL6B,MSL3,0.683
ACTL6B,YEATS2,0.694
ACTL6B,BICRA,0.833
ACTL6B,SRCAP,0.849
ACTL6B,BCL11B,0.886
ACTL6B,BCL11A,0.895
ACTL6B,EPC2,0.905
ACTL6B,EP400,0.937
ACTL6B,TRRAP,0.938
ACTL6B,ARID1B,0.964
ACTL6B,ARID2,0.968
ACTL6B,ARID1A,0.978
ACTL6B,SMARCA2,0.982
ACTL6B,SMARCC2,0.991
KCNQ2,EEF1A2,0.424
KCNQ2,PCDH10,0.838
KCNQ2,KCNN2,0.455
KCNQ2,KCNC1,0.601
KCNQ2,CACNA1C,0.485
KCNQ2,SLC6A3,0.507
KCNQ2,KCNH1,0.601
KCNQ2,SLC1A2,0.605
KCNQ2,ANK3,0.956
KCNQ2,GUCY1A2,0.418
KCNQ2,SCN3A,0.751
KCNQ2,CACNA1D,0.409
KCNQ2,GRIA2,0.416
KCNQ2,SCN1A,0.934
KCNQ2,GABRB3,0.62
KCNQ2,KCND3,0.486
KCNQ2,KCNH5,0.565
KCNQ2,KCNH7,0.482
KCNQ2,GRIN2A,0.606
KCNQ2,EIF5A,0.426
KCNQ2,PLCB1,0.641
KCNQ2,FOXG1,0.445
KCNQ2,SHANK2,0.53
KCNQ2,SCN8A,0.95
KCNQ2,SPTBN1,0.629
KCNQ2,ANK2,0.704
KCNQ2,CACNA1G,0.474
KCNQ2,DOCK4,0.403
KCNQ2,DLGAP2,0.407
KCNQ2,RBFOX1,0.411
KCNQ2,KNG1,0.416
KCNQ2,SLC9A6,0.424
KCNQ2,GRIA1,0.427
KCNQ2,TRPM3,0.429
KCNQ2,IQSEC2,0.434
KCNQ2,NRXN1,0.437
KCNQ2,KCNA3,0.442
KCNQ2,GRIN1,0.452
KCNQ2,DNM1,0.457
KCNQ2,CUL7,0.462
KCNQ2,KCNC2,0.467
KCNQ2,DLG2,0.469
KCNQ2,ATP1A3,0.473
KCNQ2,HMGN1,0.478
KCNQ2,SYNGAP1,0.481
KCNQ2,CACNA1E,0.491
KCNQ2,FGF14,0.498
KCNQ2,KCNB1,0.509
KCNQ2,SLC12A5,0.512
KCNQ2,SLC6A1,0.516
KCNQ2,KCNJ10,0.539
KCNQ2,ATP2B2,0.553
KCNQ2,DEPDC5,0.556
KCNQ2,CNTNAP2,0.562
KCNQ2,GRIN2B,0.566
KCNQ2,KCNA2,0.567
KCNQ2,CACNA1B,0.594
KCNQ2,ARX,0.615
KCNQ2,DLG4,0.651
KCNQ2,SCN4A,0.677
KCNQ2,ARHGEF9,0.678
KCNQ2,GABRG2,0.709
KCNQ2,CACNA1A,0.734
KCNQ2,NRCAM,0.75
KCNQ2,SCN9A,0.758
KCNQ2,SPTAN1,0.852
KCNQ2,STXBP1,0.855
KCNQ2,PCDH19,0.878
KCNQ2,KCNQ3,0.999
NTRK3,GFAP,0.475
NTRK3,SLC6A4,0.49
NTRK3,SYP,0.408
NTRK3,ANK3,0.417
NTRK3,LRFN5,0.432
NTRK3,PTCH1,0.41
NTRK3,SLITRK2,0.437
NTRK3,NRXN1,0.423
NTRK3,KNG1,0.431
NTRK3,CNR1,0.441
NTRK3,NRCAM,0.49
NTRK3,NFIB,0.496
NTRK3,FGFR1,0.512
NTRK3,DLG2,0.529
NTRK3,PTPRD,0.606
NTRK3,DPYSL2,0.619
NTRK3,IL1RAPL1,0.65
NTRK3,PTPRS,0.999
ELAVL3,GFAP,0.688
ELAVL3,SNAP25,0.406
ELAVL3,SYP,0.472
ELAVL3,NOVA2,0.448
ELAVL3,SYN1,0.415
ELAVL3,HNRNPUL2,0.497
ELAVL3,CELF4,0.448
ELAVL3,PAX6,0.57
ELAVL3,RBFOX1,0.646
ELAVL3,ELAVL2,0.72
KAT6B,EPC2,0.591
KAT6B,CREBBP,0.582
KAT6B,EP300,0.729
KAT6B,KAT2B,0.754
KAT6B,TOP2B,0.558
KAT6B,HDAC4,0.478
KAT6B,KAT6A,0.998
KAT6B,EP400,0.406
KAT6B,KMT2E,0.414
KAT6B,KMT2A,0.441
KAT6B,CECR2,0.452
KAT6B,MSL2,0.459
KAT6B,YEATS2,0.462
KAT6B,ARID2,0.466
KAT6B,HDAC8,0.482
KAT6B,MSL3,0.541
KAT6B,TAF1,0.55
KAT6B,BPTF,0.564
KAT6B,KANSL1,0.576
KAT6B,PHF14,0.582
KAT6B,TRRAP,0.713
KAT6A,EPC2,0.562
KAT6A,CREBBP,0.939
KAT6A,EP300,0.956
KAT6A,KAT2B,0.833
KAT6A,TOP2B,0.489
KAT6A,HDAC4,0.522
KAT6A,DNMT3A,0.429
KAT6A,SPEN,0.413
KAT6A,NOTCH1,0.417
KAT6A,SETD1B,0.426
KAT6A,BPTF,0.451
KAT6A,KMT2E,0.453
KAT6A,NCOA1,0.483
KAT6A,MBD3,0.495
KAT6A,CECR2,0.503
KAT6A,CHD3,0.523
KAT6A,MSL2,0.536
KAT6A,KDM4C,0.564
KAT6A,KANSL1,0.566
KAT6A,HDAC8,0.569
KAT6A,KDM5A,0.569
KAT6A,EP400,0.573
KAT6A,MSL3,0.591
KAT6A,PHF14,0.638
KAT6A,TAF1,0.661
KAT6A,YEATS2,0.67
KAT6A,TRRAP,0.722
KAT6A,KMT2A,0.826
SMARCA1,SUPT16H,0.617
SMARCA1,SRSF1,0.53
SMARCA1,SRCAP,0.428
SMARCA1,EP300,0.563
SMARCA1,KAT2B,0.607
SMARCA1,TOP2B,0.483
SMARCA1,BTAF1,0.613
SMARCA1,POGZ,0.521
SMARCA1,SSRP1,0.565
SMARCA1,NIPBL,0.446
SMARCA1,RAD21,0.473
SMARCA1,BPTF,0.999
SMARCA1,RSF1,0.968
SMARCA1,MSL2,0.402
SMARCA1,MSL3,0.472
SMARCA1,ARID1A,0.656
SMARCA1,ARID2,0.489
SMARCA1,FOXG1,0.419
SMARCA1,TRRAP,0.47
SMARCA1,ATRX,0.407
SMARCA1,CHD2,0.427
SMARCA1,KDM4C,0.434
SMARCA1,CHD7,0.439
SMARCA1,CHD9,0.449
SMARCA1,CTCF,0.465
SMARCA1,HDAC8,0.486
SMARCA1,CHD1,0.535
SMARCA1,SIN3B,0.586
SMARCA1,ARID1B,0.589
SMARCA1,SIN3A,0.761
SMARCA1,CHD3,0.764
SMARCA1,SMARCC2,0.83
SMARCA1,BAZ2B,0.931
SMARCA1,SMARCA2,0.948
SMARCA1,CECR2,0.999
MSL2,CAT,0.401
MSL2,EPC2,0.778
MSL2,SOD1,0.473
MSL2,YEATS2,0.543
MSL2,CUL4B,0.41
MSL2,WWP1,0.426
MSL2,DHX9,0.61
MSL2,CSDE1,0.646
MSL2,KANSL1,0.836
MSL2,EP400,0.905
MSL2,TRRAP,0.906
MSL2,MSL3,0.999
KANSL1,TAF4,0.909
KANSL1,EPC2,0.733
KANSL1,YY1,0.499
KANSL1,CREBBP,0.427
KANSL1,EP300,0.406
KANSL1,YEATS2,0.625
KANSL1,MSL3,0.842
KANSL1,RERE,0.496
KANSL1,CHM,0.493
KANSL1,TRRAP,0.74
KANSL1,LAS1L,0.9
KANSL1,EP400,0.763
KANSL1,MBD5,0.411
KANSL1,CTCF,0.419
KANSL1,SETD1B,0.473
KANSL1,TAF6,0.9
KANSL1,TAF1,0.906
KANSL1,KMT2A,0.953
SYN1,EEF1A2,0.403
SYN1,GLRA2,0.438
SYN1,LIN7B,0.566
SYN1,STX1A,0.881
SYN1,PXDN,0.491
SYN1,GFAP,0.741
SYN1,PPFIA1,0.708
SYN1,PPP1R1B,0.483
SYN1,SNAP25,0.97
SYN1,SYT1,0.945
SYN1,RHEB,0.42
SYN1,SYP,0.984
SYN1,NRXN2,0.625
SYN1,SLC6A3,0.475
SYN1,SLC1A2,0.511
SYN1,CAMK4,0.627
SYN1,RBFOX1,0.403
SYN1,DPYSL2,0.407
SYN1,BCL11B,0.417
SYN1,DRD1,0.419
SYN1,CACNA1A,0.422
SYN1,DLG3,0.423
SYN1,FOXG1,0.439
SYN1,TRPM7,0.448
SYN1,SHANK2,0.45
SYN1,CAMK2B,0.451
SYN1,SLC6A1,0.46
SYN1,CACNA1B,0.461
SYN1,PRKN,0.466
SYN1,NLGN4X,0.468
SYN1,NTNG1,0.487
SYN1,SLC12A5,0.493
SYN1,RIMS2,0.495
SYN1,TBR1,0.496
SYN1,RPH3A,0.499
SYN1,NLGN2,0.499
SYN1,SHANK3,0.506
SYN1,PPP1R9B,0.51
SYN1,SYNJ1,0.513
SYN1,NTNG2,0.518
SYN1,PAX6,0.522
SYN1,NLGN3,0.529
SYN1,DLG2,0.565
SYN1,TSPOAP1,0.58
SYN1,HOMER1,0.591
SYN1,NLGN1,0.612
SYN1,NRXN1,0.621
SYN1,GRM5,0.648
SYN1,GRIN2A,0.651
SYN1,BACE1,0.656
SYN1,DLG1,0.662
SYN1,GRIN2B,0.666
SYN1,GRIN1,0.667
SYN1,MAP1B,0.677
SYN1,GRIA2,0.684
SYN1,PCLO,0.691
SYN1,GPHN,0.711
SYN1,CASK,0.716
SYN1,SYN2,0.726
SYN1,STXBP5,0.726
